FID,FID_,address,adname,adcode,pname,cityname,name,long,lat,_id,type,data_proce
350,10412,西红门地铁站麦当劳对面底商,大兴区,110115,北京市,北京市,晋来顺,116.329862,39.79108,7#20170621#e10f0cb7ded98b71b3144d42a618cb48,餐饮服务;餐饮相关场所;餐饮相关, 
351,10441,回龙观西大街与育知东路交叉口东南150米,昌平区,110114,北京市,北京市,徐记久久鸭王,116.333995,40.078364,i#20170618#130078a991c1da92047d4f8d996c5b5c,餐饮服务;餐饮相关场所;餐饮相关, 
352,10457,梨园北街与玉桥西路交叉口东50米,通州区,110112,北京市,北京市,熟食麻辣拌,116.672376,39.88617,a#20170618#01180d90284b6278b887d0885035d723,餐饮服务;餐饮相关场所;餐饮相关, 
353,10468,大窦路下坡店村委会南50米路西,房山区,110111,北京市,北京市,忆褚酱味斋,116.071135,39.679145,3#20170621#4a3649471d037cf4024c3ee4c3e75989,餐饮服务;餐饮相关场所;餐饮相关, 
354,10530,大成路13号附近,丰台区,110106,北京市,北京市,德州福扒鸡酱肉,116.264124,39.892752,z#20170618#326ed8beffbc9c9d57dcb05c121b15fa,餐饮服务;餐饮相关场所;餐饮相关, 
355,10573,东顺街西三条与中兴街交叉口东50米,顺义区,110113,北京市,北京市,武汉九九鸭(东顺街西三条),116.486815,40.096192,e#20170618#13696690bd63ada77182a502cb7272c6,餐饮服务;餐饮相关场所;餐饮相关, 
356,10586,黄亦路48号附近,大兴区,110115,北京市,北京市,江小白,116.38124,39.76398,7#20170618#9aa133a2e0f2f7e86a33b49ef3fa02f6,餐饮服务;餐饮相关场所;餐饮相关, 
357,10706,定北路南50米,昌平区,110114,北京市,北京市,武汉久久鸭,116.270431,40.111484,z#20170618#f5fcb3d37e128f24bf4b07d74f0d6819,餐饮服务;餐饮相关场所;餐饮相关, 
358,10711,树桥路5号附近,大兴区,110115,北京市,北京市,东子熏鸡酱肉,116.420518,39.810709,i#20170618#c0937e791a265aebeec9bc191feac9a5,餐饮服务;餐饮相关场所;餐饮相关, 
359,10741,南丰路与百沙路交叉口东150米,昌平区,110114,北京市,北京市,仕比客大鸡排(百沙路),116.289219,40.149165,5#20170618#523e09f4fdf3e2ee1bad06106070ff16,餐饮服务;餐饮相关场所;餐饮相关, 
360,10764,友谊路唐家岭新城6号商业楼3层,海淀区,110108,北京市,北京市,惠丰堂饭庄(唐家岭店),116.274781,40.065119,s#20170618#d0640dda2fe7cd94baed0bfa0e00307a,餐饮服务;餐饮相关场所;餐饮相关, 
361,10772,宏都路10号附近,大兴区,110115,北京市,北京市,老北京烧饼夹肉(西红门店),116.338449,39.799757,6#20170618#1c29c40ea8c6fea78d2d09f292e54cda,餐饮服务;餐饮相关场所;餐饮相关, 
362,10774,安宁庄路西三旗桥东南侧平房,海淀区,110108,北京市,北京市,轩爷小馆(西三旗店),116.327492,40.053681,p#20170618#bd4e7ca60dc1242174df53da9367db85,餐饮服务;餐饮相关场所;餐饮相关, 
363,10779,旧宫镇旧忠路西二条1号,大兴区,110115,北京市,北京市,小胖烤肉,116.45094,39.805165,3#20170618#b3e69f397e74076df6352013a60acb67,餐饮服务;餐饮相关场所;餐饮相关, 
364,10785,温泉镇温泉苗圃车站往南400米(白家疃村西口菜市场旁),海淀区,110108,北京市,北京市,一只好鸡大鸡排(温泉店),116.172958,40.042756,e#20170618#d75cb4d193474739201a3c23bc78da7e,餐饮服务;餐饮相关场所;餐饮相关, 
365,10852,雁栖镇下庄村骨里香熟食店,怀柔区,110116,北京市,北京市,骨里香(装备学院医院西北),116.661481,40.358895,l#20170618#51261b1b44abad6f90e59d8770e896d5,餐饮服务;餐饮相关场所;餐饮相关, 
366,10853,燕城北苑小区门口正对面,昌平区,110114,北京市,北京市,无肉不欢,116.439583,40.089813,d#20170618#540c8624117dccc19bf7ac069c17d682,餐饮服务;餐饮相关场所;餐饮相关, 
367,10894,马家堡路39号,丰台区,110106,北京市,北京市,艾乙卜烤肉,116.383899,39.859057,7#20170621#d383f9ab87794cc951115c99ed77c287,餐饮服务;餐饮相关场所;餐饮相关, 
368,10895,水仙东路三元村市场内,通州区,110112,北京市,北京市,味美味(三元村华联超市店),116.698049,39.912874,f#20170618#3ffc125218a2ec08ce27f7072bb71778,餐饮服务;餐饮相关场所;餐饮相关, 
369,10933,定泗桥附近,昌平区,110114,北京市,北京市,旺旺北京果木烤鸭,116.279085,40.109698,x#20170618#70fa0a5a4e10088d78fa4f2591ba8644,餐饮服务;餐饮相关场所;餐饮相关, 
370,10960,琉璃河镇中原大街188号,房山区,110111,北京市,北京市,日用百货超市(刘李店分店),116.034638,39.614927,4#20170618#de679c56551febd9148f697b2b86ef28,餐饮服务;餐饮相关场所;餐饮相关, 
371,10962,北七家镇郑各庄村西水城会议中心能量馆1层4号,昌平区,110114,北京市,北京市,与食聚进,116.373468,40.102053,y#20170618#7de3401926b4be2888d72495bbf09c18,餐饮服务;餐饮相关场所;餐饮相关, 
372,10982,木樨园桥西公交车站西罗园底商,丰台区,110106,北京市,北京市,八度坊,116.393132,39.85675,c#20170618#f37516ac28c8ebe551faa31fa2ada14d,餐饮服务;餐饮相关场所;餐饮相关, 
373,10992,格兰山水一期6号楼底商一层608,延庆区,110119,北京市,北京市,小聚于此,115.974278,40.467011,7#20170618#fd2f81afa9537dc98f86804b32234626,餐饮服务;餐饮相关场所;餐饮相关, 
374,11077,太平庄中街京妮儿童汇南门2层,昌平区,110114,北京市,北京市,有家潮汕砂锅粥(天通苑店),116.415492,40.068155,0#20170618#2af80540000abace9bfd47ec201b7ac6,餐饮服务;餐饮相关场所;餐饮相关, 
375,11083,房易路附近,房山区,110111,北京市,北京市,夏炙寒炉,115.796597,39.544003,a#20170618#a93ccbf2c4271ab8b4e9aeb107888b52,餐饮服务;餐饮相关场所;餐饮相关, 
376,11097,大井后街25号宏利不锈钢西10米,丰台区,110106,北京市,北京市,正宗武汉久久鸭(大井路),116.273117,39.870433,3#20170621#59c007473b0c6b206f459bc46184db00,餐饮服务;餐饮相关场所;餐饮相关, 
377,11108,科技路临99号附近,大兴区,110115,北京市,北京市,辰光烧饼(庑殿路),116.444146,39.802292,u#20170618#4d91600a4d7bc7dc22ff5169d21d93cf,餐饮服务;餐饮相关场所;餐饮相关, 
378,11109,北五村小区外环路与四支路北段交叉口东南50米,通州区,110112,北京市,北京市,老幺凉皮米皮,116.549885,39.765268,f#20170618#bb0e7d58a10aa4c2794599d0edf13fe0,餐饮服务;餐饮相关场所;餐饮相关, 
379,11112,房易路附近,房山区,110111,北京市,北京市,云香桥景,115.717321,39.570307,l#20170618#e3adeb85491ae63edb489b5819e44b34,餐饮服务;餐饮相关场所;餐饮相关, 
380,11114,回龙观文华市场,昌平区,110114,北京市,北京市,优麦香馒头店,116.337362,40.082089,7#20170618#0f3e15657ace857e27eb129ef36da826,餐饮服务;餐饮相关场所;餐饮相关, 
381,11130,良乡大学城西地铁站,房山区,110111,北京市,北京市,食尚小厨,116.17624,39.722901,h#20170618#4e627d192686c26328b14555f8614259,餐饮服务;餐饮相关场所;餐饮相关, 
382,11136,西四环南路与西四环南路入口交叉口东50米,丰台区,110106,北京市,北京市,胡云章道口烧鸡,116.284002,39.849742,a#20170618#71df0261abb27ce422d465a463ebd7c1,餐饮服务;餐饮相关场所;餐饮相关, 
383,11148,东小口立汤路188号明珠百货(中东路)东广场地下一层食百汇美食广场,昌平区,110114,北京市,北京市,施氏砂锅居米线,116.415369,40.057649,j#20170618#c160bae77c0d7cd9ad8aa518ab8e0ef3,餐饮服务;餐饮相关场所;餐饮相关, 
384,11183,庄子营路47号附近,顺义区,110113,北京市,北京市,熟食小菜,116.65462,40.065252,f#20170618#e5dc877a3b87c6f3f25b7a107fc5a4c6,餐饮服务;餐饮相关场所;餐饮相关, 
385,11186,中山南大街甲1号楼附近,顺义区,110113,北京市,北京市,金圣萝关烘焙店,116.651071,40.136977,1#20170618#dff53e4f63bfdc6561ef458b102900ae,餐饮服务;餐饮相关场所;餐饮相关, 
386,11340,康定街18号永康公寓园区内2号楼34号(地铁亦庄线西出口A1即可看到),通州区,110112,北京市,北京市,久久丫(同济南路店),116.539108,39.772138,i#20170618#c7eb072ea7fcd8c1030340a6f5183a2e,餐饮服务;餐饮相关场所;餐饮相关, 
387,11374,幸福街63号附近,顺义区,110113,北京市,北京市,好哥们东北水饺,116.704992,40.136586,0#20170618#625722d34dcdefb98163d24a4c894c82,餐饮服务;餐饮相关场所;餐饮相关, 
388,11384,司马台小岭,密云区,110118,北京市,北京市,香约四季,117.153717,40.690875,e#20170618#0108d86ba38a7e21627d76ffe6023ffa,餐饮服务;餐饮相关场所;餐饮相关, 
389,11428,檀营小区2号楼3单元101底商,密云区,110118,北京市,北京市,果海芳馨,116.861902,40.389072,5#20170618#a73e73d9d53ed2838271bac130d2ba61,餐饮服务;餐饮相关场所;餐饮相关, 
390,11445,新桥南大街18号(近物美超市),门头沟区,110109,北京市,北京市,顶风针西饼屋,116.106825,39.932038,k#20170618#c693a448b5fd5363df6dfb876d4b5549,餐饮服务;餐饮相关场所;餐饮相关, 
391,11456,永安中路与育新路交叉口西南50米,房山区,110111,北京市,北京市,土家公婆饼,115.980799,39.688539,s#20170618#72b41d6dabd804ba267f866417d9eb90,餐饮服务;餐饮相关场所;餐饮相关, 
392,11460,分钟寺大街与小红门路交叉口东南150米,丰台区,110106,北京市,北京市,哈尔滨烤冷面,116.454931,39.852583,q#20170618#974918e6801431c2779b362136b70ceb,餐饮服务;餐饮相关场所;餐饮相关, 
393,11468,岳各庄路口南200米,房山区,110111,北京市,北京市,永平餐厅牛牛宴,115.908929,39.612212,a#20170618#5183775e8eca86610c18b247895df5f5,餐饮服务;餐饮相关场所;餐饮相关, 
394,11473,天星街1号院7号楼绿地缤纷城附近,房山区,110111,北京市,北京市,TAMAoYAKI丸子烧专门店,116.160656,39.756564,3#20170618#e908a2b5d797860a55a51519128a0eb4,餐饮服务;餐饮相关场所;餐饮相关, 
395,11493,梨园站地铁口(近淘宝城),通州区,110112,北京市,北京市,溜香煎饼(梨园分店),116.667243,39.88382,v#20170618#827bea3d8eb19cf8225316d9d988593e,餐饮服务;餐饮相关场所;餐饮相关, 
396,11504,城关街道北市村670号附近,房山区,110111,北京市,北京市,菜子店,115.988044,39.683169,8#20170618#9e15f6ccd3bf762f93a9a6d59ab1b1f6,餐饮服务;餐饮相关场所;餐饮相关, 
397,11513,文化北街13号国泰百货南区F6层,平谷区,110117,北京市,北京市,欧巴厨房/铁板(国泰百货南区),117.111218,40.140828,r#20170618#dd84feadef59aeea16203c9e24023d24,餐饮服务;餐饮相关场所;餐饮相关, 
398,11531,鼓楼街道东门大街上营东区16号楼,密云区,110118,北京市,北京市,煎饼王之煎并天下(密云分店),116.856017,40.377831,k#20170618#0d61a5f6d1be73236839225d764c7c0c,餐饮服务;餐饮相关场所;餐饮相关, 
399,11563,杜家坎5号,丰台区,110106,北京市,北京市,牛肉拉面(杜家坎店),116.20252,39.845771,9#20170618#7cd8b31069f41e8b720c3fad559ce92f,餐饮服务;餐饮相关场所;餐饮相关, 
400,11670,慕田峪路114号,怀柔区,110116,北京市,北京市,翼松楼餐厅,116.563976,40.433457,p#20170618#85c7b6ffae0292a3d87db75d8474143e,餐饮服务;餐饮相关场所;餐饮相关, 
401,11673,东羊管胡同与西羊管胡同交叉口西150米,东城区,110101,北京市,北京市,TraktirrRestaurant,116.427393,39.942675,x#20170620#2cc53648e652532f8f340a2553787f73,餐饮服务;餐饮相关场所;餐饮相关, 
402,11719,九棵树中街9号京通罗斯福广场B1层,通州区,110112,北京市,北京市,花样料理(京通罗斯福广场),116.658456,39.889246,m#20170618#205f33615c6f0ba956b6862da37d453b,餐饮服务;餐饮相关场所;餐饮相关, 
403,11730,成府路29号(五道口国际食尚苑)一期地下一层,海淀区,110108,北京市,北京市,董记肉夹馍(学府美食城),116.338319,39.993134,u#20170618#d7066bdd1d7afea414c2aa03a4fa9c12,餐饮服务;餐饮相关场所;餐饮相关, 
404,11809,马驹桥中学路如家公寓西,通州区,110112,北京市,北京市,山西老李特色刀勾面,116.557743,39.760557,y#20170618#938a84ac5d604eb2e14085e4679f3db6,餐饮服务;餐饮相关场所;餐饮相关, 
405,11828,杨镇城市学院东200米,顺义区,110113,北京市,北京市,龙门煮,116.818879,40.156679,l#20170618#16f17217c88d1544b9a357e99a6d6c25,餐饮服务;餐饮相关场所;餐饮相关, 
406,11853,金大路4号附近,大兴区,110115,北京市,北京市,百姓生活菜馆,116.384567,39.764154,g#20170618#972819191232ebf0a026e596089e09b2,餐饮服务;餐饮相关场所;餐饮相关, 
407,11868,成府路28号五道口购物中心B1层,海淀区,110108,北京市,北京市,卤西西(五道口购物中心),116.339411,39.991976,h#20170618#ed59a38de56ec7a3fb66b9f83a9cbf2f,餐饮服务;餐饮相关场所;餐饮相关, 
408,11877,旺泉街道站前北街8号,顺义区,110113,北京市,北京市,周黑鸭(机场八分店),116.64288,40.137185,r#20170618#87cc5c87f4bf7748043ac2ccf527e50d,餐饮服务;餐饮相关场所;餐饮相关, 
409,11893,育知东路37号,昌平区,110114,北京市,北京市,遇见幸运溢香坊(龙泽店),116.333907,40.07436,7#20170621#198ca976a28c2deb0dc6e489a6d9a145,餐饮服务;餐饮相关场所;餐饮相关, 
410,11897,四支路北段附近,通州区,110112,北京市,北京市,立东铁板烧,116.553229,39.76561,m#20170618#df5f06077e8dba8f6ffb84e262350880,餐饮服务;餐饮相关场所;餐饮相关, 
411,11935,堂子胡同9号新一代商城7层,西城区,110102,北京市,北京市,妙味杰(西单店),116.375348,39.911687,m#20170616#5f270cca56f4413091b2be50bd0f5782,餐饮服务;餐饮相关场所;餐饮相关, 
412,11950,东小口镇天通苑三区甲26号楼8门,昌平区,110114,北京市,北京市,好适口经典主食,116.411669,40.078236,1#20170618#c574ad5c895bf1d72722c32c412ef01f,餐饮服务;餐饮相关场所;餐饮相关, 
413,11964,府前西街2号新悦百货F2层,怀柔区,110116,北京市,北京市,新画面(新悦百货),116.629373,40.313957,k#20170621#1b11e0537294780fb679b1f38ad4afc0,餐饮服务;餐饮相关场所;餐饮相关, 
414,11968,新顺北大街东侧中絮棉纺西侧1间,顺义区,110113,北京市,北京市,绝味鸭脖(新顺北大街店),116.651414,40.133098,b#20170618#2d264a4786aeb4c571b9676d5ec40163,餐饮服务;餐饮相关场所;餐饮相关, 
415,12074,东高地万源路首航七店门口,大兴区,110115,北京市,北京市,傻子烧鸡酱肉(万源路店),116.424276,39.8043,e#20170618#365853f2c234ae354e64adfe48e146ab,餐饮服务;餐饮相关场所;餐饮相关, 
416,12101,金星西路5号及5号院1号楼地下一层-11,大兴区,110115,北京市,北京市,茶大爷(绿地店),116.333989,39.764468,7#20170618#a1d50bf0d0d6aba2f631ff335b957495,餐饮服务;餐饮相关场所;餐饮相关, 
417,12109,蒲黄榆九巷16号院物美生活超市隔壁,丰台区,110106,北京市,北京市,味美鑫榴莲千层蛋糕店,116.418702,39.865577,d#20170618#9326965a14584a7c237f23792d143e41,餐饮服务;餐饮相关场所;餐饮相关, 
418,12157,砖厂南里40号楼一层135、136号(华远好天地迪卡侬旁),通州区,110112,北京市,北京市,好利来(土桥中街店),116.695683,39.87054,l#20170618#eeb193cff9b28cc200194b708b6989ad,餐饮服务;餐饮相关场所;餐饮相关, 
419,12205,鲁谷村7号楼底商,石景山区,110107,北京市,北京市,久久鸭(鲁古村路店),116.237836,39.900761,6#20170618#5ee5e6c81e3be1086dea3eca0b53f023,餐饮服务;餐饮相关场所;餐饮相关, 
420,12210,北三环外环辅路和平董桥向西50米(胜古东里南门)(化工大学南门),昌平区,110114,北京市,北京市,第1佳大鸡排(珠江大厦店),116.288152,40.099114,n#20170618#38cc5a1ff5b36ffc7672e5b199dde5c4,餐饮服务;餐饮相关场所;餐饮相关, 
421,12237,杨庄路2号52栋附近,通州区,110112,北京市,北京市,拾点阳光,116.638548,39.89848,d#20170618#1e4c550fdc01e5c4ce1245b82c9c2785,餐饮服务;餐饮相关场所;餐饮相关, 
422,12326,月坛西街甲2号附近,西城区,110102,北京市,北京市,品质早餐,116.349483,39.916935,0#20170617#7f593fbc921caaeea24175bc4e9de4b8,餐饮服务;餐饮相关场所;餐饮相关, 
423,12509,北清路平西王府公交站对面50米,昌平区,110114,北京市,北京市,晨光烧饼(温都水城店),116.374486,40.100975,7#20170618#f364773123afdf692083ca781966e18a,餐饮服务;餐饮相关场所;餐饮相关, 
424,12524,南场路与有余庄路交叉口西100米,大兴区,110115,北京市,北京市,穿骨香手撕烤鸭,116.43415,39.809286,q#20170618#aec0f304e2c3bf2f31a7645cf2ebfd91,餐饮服务;餐饮相关场所;餐饮相关, 
425,12641,燕平路9号(东关南里小区西门南50米路东),昌平区,110114,北京市,北京市,汉香纯味鸭脖,116.244895,40.214272,p#20170618#d1a6419dd6443c06c510441777763497,餐饮服务;餐饮相关场所;餐饮相关, 
426,12693,回南路106号,昌平区,110114,北京市,北京市,欢乐脆皮鸭(总部直营店),116.417126,40.088197,s#20170618#1b2fee67b836dca732f9246f02414b32,餐饮服务;餐饮相关场所;餐饮相关, 
427,12755,中兴街与裕新路交叉口西南100米,顺义区,110113,北京市,北京市,小刚炒菜烧烤,116.486666,40.097117,p#20170618#16d17a4979587da24fa5c231f4c7bf40,餐饮服务;餐饮相关场所;餐饮相关, 
428,12818,东兴隆街85号,东城区,110101,北京市,北京市,祈年号粤式,116.412303,39.898176,8#20170617#020ad88a86de4881cc6a505f8d682331,餐饮服务;餐饮相关场所;餐饮相关, 
429,12849,滨河路国信滨河大厦四层,门头沟区,110109,北京市,北京市,呦呦创课,116.111237,39.935145,o#20170618#e7ae7ef361fa2939fe79fb4d3bcab2a7,餐饮服务;餐饮相关场所;餐饮相关, 
430,12868,后街与大横街交叉口东150米,石景山区,110107,北京市,北京市,鹏程熟食(大横街),116.216318,39.890016,8#20170618#fa5f4e30a4d7845eaa9801d3081f41cb,餐饮服务;餐饮相关场所;餐饮相关, 
431,12899,行宫街62号,密云区,110118,北京市,北京市,北京宗印江面食店(行宫店),116.862704,40.381806,e#20170618#431b2519b8daa18bc0b5c7feada12aaf,餐饮服务;餐饮相关场所;餐饮相关, 
432,12955,光彩路与石榴庄路交叉口南100米,丰台区,110106,北京市,北京市,名客佳大鸡排(石榴庄店),116.414543,39.844988,o#20170618#5dc6f05eb3e3d14b902703550276f815,餐饮服务;餐饮相关场所;餐饮相关, 
433,13040,回龙观西大街华联商厦111号,昌平区,110114,北京市,北京市,洪七公叫花鸡,116.319763,40.075507,1#20170618#7f4890939233f1e26178b2a0cb93a8bc,餐饮服务;餐饮相关场所;餐饮相关, 
434,13079,阜石路喜隆多购物中心3层保利国际影城,石景山区,110107,北京市,北京市,抓娃娃,116.17171,39.923499,s#20170618#d43668253bbda18b3e14e97fe7fa3c00,餐饮服务;餐饮相关场所;餐饮相关, 
435,13174,成仪路与成寿寺路交叉口北150米,丰台区,110106,北京市,北京市,武汉久久鸭(小军店),116.446186,39.846772,a#20170618#bc41f29627b5907f2881cddddde71037,餐饮服务;餐饮相关场所;餐饮相关, 
436,13197,建外街道建外SOHO东区4号楼南侧底商,朝阳区,110105,北京市,北京市,达卡,116.458681,39.904917,p#20170617#dedfcb647042f88480a68348ea162af0,餐饮服务;餐饮相关场所;餐饮相关, 
437,13207,窦店镇兴隆庄村一区18号,房山区,110111,北京市,北京市,大灶台,116.153382,39.640451,4#20170618#b0fc2b9442495054cf5653e793705ace,餐饮服务;餐饮相关场所;餐饮相关, 
438,13251,回龙观文化东路田园风光雅苑马玉涛麻辣烫底商(平西府地铁D2口，超市发旁),昌平区,110114,北京市,北京市,名客佳大鸡排(平西府店),116.349299,40.088848,p#20170618#a34df98fbf033064e1bd216509efd1f3,餐饮服务;餐饮相关场所;餐饮相关, 
439,13268,大红门西路19号一层,丰台区,110106,北京市,北京市,黄金鸡柳(角门东店),116.386746,39.844366,k#20170618#c7a4014059cb69cb1ce674acd05eb32f,餐饮服务;餐饮相关场所;餐饮相关, 
440,13294,广渠门内大街地铁站(近张老坎火锅),东城区,110101,北京市,北京市,煎饼哥(广渠门店),116.434773,39.893292,v#20170616#894073f4f15b461279046391624b0aad,餐饮服务;餐饮相关场所;餐饮相关, 
441,13367,成寿寺路97号楼下,丰台区,110106,北京市,北京市,武汉农夫烤鸡(小军店),116.446188,39.846746,c#20170618#5271acd76fed7f83cbbf6ef446234ead,餐饮服务;餐饮相关场所;餐饮相关, 
442,13373,宋家庄地铁站西南口,丰台区,110106,北京市,北京市,武汉久久鸭(南顶路店),116.42786,39.843735,c#20170618#d9ca687f89a53868a5e864925e3e658a,餐饮服务;餐饮相关场所;餐饮相关, 
443,13422, ,顺义区,110113,北京市,北京市,百味庄苑4期,116.502891,40.220232,r#20170621#289d55c16e694ceff6a4d5f07e2f8ff2,餐饮服务;餐饮相关场所;餐饮相关, 
444,13425,万源北路93号楼附近,大兴区,110115,北京市,北京市,周黑鸭(旧宫店),116.424268,39.804328,3#20170618#5b730bfa92788ac6a0dcaabdd52604aa,餐饮服务;餐饮相关场所;餐饮相关, 
445,13438,花园路1号(近黄金港宾馆),海淀区,110108,北京市,北京市,杭州包子铺(花园北路),116.36475,39.981681,u#20170618#640c47226498e717ca728bfa5841b6d3,餐饮服务;餐饮相关场所;餐饮相关, 
446,13525,回龙观西大街与育知东路交叉口路南、西行约150米、龙门烤鱼坊底商,昌平区,110114,北京市,北京市,久久丫(港龙中心店),116.331961,40.078738,d#20170618#2fe20b0c81a0f3d2ef9463de4ee59d95,餐饮服务;餐饮相关场所;餐饮相关, 
447,13569,六里桥太平桥路15号永辉超市地下一层,丰台区,110106,北京市,北京市,虾饭先生(六里桥店),116.317306,39.879481,s#20170618#36e839ba6f2ea2ec67e307a58b2239e6,餐饮服务;餐饮相关场所;餐饮相关, 
448,13688,花乡看丹桥看丹村海之家对面,丰台区,110106,北京市,北京市,过桥米线,116.274726,39.837802,z#20170618#a3c611eb329897f66cb0bc8c7cdeefd6,餐饮服务;餐饮相关场所;餐饮相关, 
449,13694,银河南街2号院1号楼2层1单元202,石景山区,110107,北京市,北京市,二婶酸菜饼(鸿源美食城),116.221846,39.902788,t#20170618#6dd94b4aa4039f9db7cf4a86add4fea5,餐饮服务;餐饮相关场所;餐饮相关, 
450,13711,商业街(鞋帽商店对面),怀柔区,110116,北京市,北京市,姐弟俩中华名吃(怀柔分店),116.632996,40.31447,v#20170618#34455e89272c9746e33124a9f59777e6,餐饮服务;餐饮相关场所;餐饮相关, 
451,13722,神路街39日坛上街1-65号,朝阳区,110105,北京市,北京市,tp执串香,116.443549,39.919426,v#20170617#7123e18b421e45148d459757ed5c8d91,餐饮服务;餐饮相关场所;餐饮相关, 
452,13822,中心街11号附近,顺义区,110113,北京市,北京市,麦香缘包子馒头,116.495135,40.097952,d#20170618#aa95c075fb8c5d8df70e4788c0cb4a6f,餐饮服务;餐饮相关场所;餐饮相关, 
453,13833,南三环中路与南三环中路出口交叉口北150米,丰台区,110106,北京市,北京市,味百年,116.394175,39.858241,1#20170618#ee826a2efb5ec6843f815e02d033415f,餐饮服务;餐饮相关场所;餐饮相关, 
454,13848,马连道万丰基业大厦1楼底(北京西站附近),丰台区,110106,北京市,北京市,鑫利诚蛋糕(西站店),116.328315,39.874665,1#20170618#2243954b84aa50c9a394f128e8796c1f,餐饮服务;餐饮相关场所;餐饮相关, 
455,13963,回龙观西半壁店村村委会北行200米,昌平区,110114,北京市,北京市,久久鸭(回龙观北路),116.313409,40.072099,6#20170618#f9423fc21af1c2305b678289f53c3454,餐饮服务;餐饮相关场所;餐饮相关, 
456,14006,夕照寺街宝达大厦204号(五十中对面),东城区,110101,北京市,北京市,怪叔叔美育,116.440618,39.887777,5#20170617#cc6df862c3603ffdd3d9bbef2c39d963,餐饮服务;餐饮相关场所;餐饮相关, 
457,14037,太平庄中街与新都路交叉口东100米,昌平区,110114,北京市,北京市,晨光烧饼(兰各庄分店),116.379595,40.067085,c#20170618#e3a0a44fca60285e8aab08a41ecc4b0e,餐饮服务;餐饮相关场所;餐饮相关, 
458,14054,大石桥胡同与西绦南巷交叉口东50米,西城区,110102,北京市,北京市,BBQ爆香鱿鱼,116.391436,39.946628,z#20170617#c6cf4d3f9a1ef94f8e71fe6d6125daea,餐饮服务;餐饮相关场所;餐饮相关, 
459,14106,长城天地大厦1楼1-29号,延庆区,110119,北京市,北京市,杜康酒馆,115.98881,40.36217,d#20170618#5b0c0316052dbe4b218f45026a5676e9,餐饮服务;餐饮相关场所;餐饮相关, 
460,14150,宋庄镇小堡南街100号(景德镇瓷艺坊西20米),通州区,110112,北京市,北京市,八零故事,116.719144,39.946817,x#20170618#395f814ed37fde4cc7a905d88ae89eb7,餐饮服务;餐饮相关场所;餐饮相关, 
461,14152,马驹桥中学路附近,通州区,110112,北京市,北京市,来一碗米粉,116.558696,39.760149,8#20170621#9fa4ea77cf89853ccb1b824850d387f6,餐饮服务;餐饮相关场所;餐饮相关, 
462,14173,东直门医院对面小区门口,通州区,110112,北京市,北京市,美式炸鸡(怡乐北街),116.648491,39.888368,a#20170618#a738e63d144b0a722198ac62cabaa0c3,餐饮服务;餐饮相关场所;餐饮相关, 
463,14223,东双贝子坟路与双贝子坟路交叉口南50米,海淀区,110108,北京市,北京市,香河肉饼西安小吃,116.334568,39.898293,y#20170621#6a94386f967f96db689e307462d402a3,餐饮服务;餐饮相关场所;餐饮相关, 
464,14226,五爱屯西街58号附近,丰台区,110106,北京市,北京市,德州五香扒鸡,116.377637,39.800751,x#20170621#fbbb6e2acb3b7a10f2ddf21154ddf5d2,餐饮服务;餐饮相关场所;餐饮相关, 
465,14260,马连道茶缘茶城阳光通道B2-13,丰台区,110106,北京市,北京市,土库茶空间,116.326584,39.875536,f#20170618#cf1e11addfc0ac6b7f2506d855c3909b,餐饮服务;餐饮相关场所;餐饮相关, 
