FID,FID_,address,adname,adcode,pname,cityname,name,long,lat,_id,type,data_proce
466,14303,北七家镇东三旗邮局路奥特超市楼下,昌平区,110114,北京市,北京市,正阳包子店,116.414197,40.086388,j#20170618#0ca2a2c19937b6d2f8cc9683bc9fb82d,餐饮服务;餐饮相关场所;餐饮相关, 
467,14315,雁栖路口东南200米,怀柔区,110116,北京市,北京市,馒头房(装备学院医院西北),116.661716,40.359199,a#20170618#417d610c1f3c38320c40abf5657fc135,餐饮服务;餐饮相关场所;餐饮相关, 
468,14363,林校北路与林校路交叉口西南50米,大兴区,110115,北京市,北京市,久久丫颈王(林校路店),116.338193,39.722098,f#20170618#e96bee481635a45d26d66c36046ef0ab,餐饮服务;餐饮相关场所;餐饮相关, 
469,14364,松兰堡东1号,昌平区,110114,北京市,北京市,老街坊土菜馆(沙河店),116.304602,40.1597,0#20170618#0ccac433afac5b63aa32b47b7ccd1812,餐饮服务;餐饮相关场所;餐饮相关, 
470,14380,云岗西路东王佐电厂外管站门口,丰台区,110106,北京市,北京市,老胡早点铺,116.148954,39.81141,f#20170618#42aa4bbb94300625cd79859b8441acb2,餐饮服务;餐饮相关场所;餐饮相关, 
471,14471,阎村镇阎吕路张庄村18号,房山区,110111,北京市,北京市,锅贴张(张庄店),116.09379,39.73606,u#20170618#92f53d725c8fd4910ec8bfaa5a3aa267,餐饮服务;餐饮相关场所;餐饮相关, 
472,14517, ,房山区,110111,北京市,北京市,烧烤露营点,116.198729,39.69255,g#20170618#ffbcfd78e30e93e7bed33d6b7f1529bb,餐饮服务;餐饮相关场所;餐饮相关, 
473,14519,拱辰南大街与长虹东路交叉口南150米,房山区,110111,北京市,北京市,烧饼大饼,116.14199,39.722937,6#20170618#c38b8ad62367e1a155e316b4119c5a55,餐饮服务;餐饮相关场所;餐饮相关, 
474,14529,燕山迎风街42号,房山区,110111,北京市,北京市,陈师傅牛肉拉面,115.953955,39.723706,1#20170618#befb5a1274fcac6d78f3b3fd94cc8157,餐饮服务;餐饮相关场所;餐饮相关, 
475,14572,商业街十字路口20号馍是多,怀柔区,110116,北京市,北京市,馍是多(商业街店),116.633237,40.314323,r#20170618#6a15e77c5cbc88ff6294bb73c157a629,餐饮服务;餐饮相关场所;餐饮相关, 
476,14577,京原路68号(莲石湖公园内),石景山区,110107,北京市,北京市,维兰火车餐厅,116.167341,39.892997,c#20170618#c0f62e18e08c1f4d27bd901f8abcd30b,餐饮服务;餐饮相关场所;餐饮相关, 
477,14593,总部基地丰葆路88号永旺梦乐城1层,丰台区,110106,北京市,北京市,抹茶工房(丰台永旺梦乐城店),116.292059,39.817946,n#20170618#524ddf4cd2d708986e2490077eb5003f,餐饮服务;餐饮相关场所;餐饮相关, 
478,14683,通朝大街398号,通州区,110112,北京市,北京市,聚兴斋,116.635135,39.891896,7#20170618#a08103ab0d572bebd0050486ecca385c,餐饮服务;餐饮相关场所;餐饮相关, 
479,14715,群星路与芳古路交叉口西北150米,丰台区,110106,北京市,北京市,一清羊汤(芳群园店),116.431022,39.86248,z#20170618#69a540ccba2d9be16f81fc77d2d25d25,餐饮服务;餐饮相关场所;餐饮相关, 
480,14738,河北村东路鹏程鲜肉店隔壁,顺义区,110113,北京市,北京市,潮州熟食武汉久久鸭,116.726707,40.128114,4#20170618#9f47d014ce793bc2776e11c0f44a5a9a,餐饮服务;餐饮相关场所;餐饮相关, 
481,14758,大有庄坡上村国际关系学院,海淀区,110108,北京市,北京市,国关食堂,116.286774,40.003965,b#20170618#aa42fa33cb045a5155c076b837cd0ad5,餐饮服务;餐饮相关场所;餐饮相关, 
482,14865,南小街南路16号附近,大兴区,110115,北京市,北京市,山东呛面馒头鑫主食,116.40975,39.785266,b#20170618#e92148f25ef6a3bab2c8cbcbb64a533f,餐饮服务;餐饮相关场所;餐饮相关, 
483,14902,房山南大街76号(华冠超市东侧30米),房山区,110111,北京市,北京市,杜氏烧鸡(美廉美店),115.98461,39.694183,1#20170618#8f452c9d8a5fb45718584464b0af9802,餐饮服务;餐饮相关场所;餐饮相关, 
484,14905,五道口卜蜂莲花2层超市出口,海淀区,110108,北京市,北京市,绝味鸭脖(五道口3店),116.33363,39.993376,1#20170618#703de1f80821e3568e1dcb5f0c708d5d,餐饮服务;餐饮相关场所;餐饮相关, 
485,14922,金融街园中园6号院51号楼,通州区,110112,北京市,北京市,糖豆帮,116.63753,39.94628,q#20170621#44707b5b9e931212f8074e7e1f80bb00,餐饮服务;餐饮相关场所;餐饮相关, 
486,14949,庑殿路北空小区101八方缘自助饺子,大兴区,110115,北京市,北京市,八方缘,116.437033,39.819447,v#20170618#f1f5ca67c24db6934e6c3281c15db334,餐饮服务;餐饮相关场所;餐饮相关, 
487,14953,五里坨街道高井甲32号,石景山区,110107,北京市,北京市,口口香食品公司,116.136794,39.945908,n#20170618#2678fa9478735f3923d3a1ca42d50504,餐饮服务;餐饮相关场所;餐饮相关, 
488,14978,地铁9号线丰台科技园站C口万达广场丰科店B1010,丰台区,110106,北京市,北京市,美珍香,116.299047,39.824701,f#20170618#06724fc73062436b19dad4ff589ac575,餐饮服务;餐饮相关场所;餐饮相关, 
489,14982,成寿寺东路甲19号(近户籍办事处),丰台区,110106,北京市,北京市,马记卤煮(方庄店),116.444525,39.853818,3#20170618#d0bba0e8cec9130b4687fe893a15b363,餐饮服务;餐饮相关场所;餐饮相关, 
490,14983,南苑路辅路西200米,丰台区,110106,北京市,北京市,上海特色包子铺,116.399946,39.813413,c#20170618#db5dda33602fd9f0a1dfef89603c1066,餐饮服务;餐饮相关场所;餐饮相关, 
491,14984,大海路16号,昌平区,110114,北京市,北京市,兰州老马牛肉拉面,116.441469,40.081119,1#20170618#54f18ef0610c8c09facaa55876678435,餐饮服务;餐饮相关场所;餐饮相关, 
492,14986,长阳镇碧桂园小区甲2号楼二段二层01、二段二层02,房山区,110111,北京市,北京市,家常菜酱肉大饼(碧桂园店),116.166215,39.758454,5#20170618#b6cfa12a9fe0951b4fcc263588d1c8c7,餐饮服务;餐饮相关场所;餐饮相关, 
493,15027,金星西路3号院3号楼绿地缤纷城B1层,大兴区,110115,北京市,北京市,花豆豆生煎,116.333602,39.764212,z#20170618#b2ca77f22d7603420187d5d75dbcd559,餐饮服务;餐饮相关场所;餐饮相关, 
494,15061,马驹桥商业街玉林烤鸭东行200米巧蜀娘石锅,通州区,110112,北京市,北京市,巧蜀娘(马驹桥店),116.557727,39.75846,5#20170618#c51542319f43de3da3c76ee9f18d6d4a,餐饮服务;餐饮相关场所;餐饮相关, 
495,15086,定泗路炫动时代溜冰场西20米,昌平区,110114,北京市,北京市,河南饭店,116.291928,40.11069,8#20170618#98daedc579cdfcffc78bcc91f8776b36,餐饮服务;餐饮相关场所;餐饮相关, 
496,15090,高丽营镇东马各庄村南门口,顺义区,110113,北京市,北京市,高原拉面,116.569165,40.13667,d#20170618#c6ec259fefce80bbe6db904c94bdc336,餐饮服务;餐饮相关场所;餐饮相关, 
497,15099,窦店镇水墨林夕小区,房山区,110111,北京市,北京市,玉龙云海美食城,116.065069,39.688518,5#20170618#dff5982a206248d30158a63b4d21e861,餐饮服务;餐饮相关场所;餐饮相关, 
498,15103,永顺八里桥市场金龙街60号,通州区,110112,北京市,北京市,长相逢,116.640135,39.915883,d#20170618#489f0a8df2231a815ccebed9cdfae767,餐饮服务;餐饮相关场所;餐饮相关, 
499,15198,梅市口东路与莲花池西路交叉口东50米,丰台区,110106,北京市,北京市,安徽传统发酵老面馒头,116.287481,39.8802,o#20170618#11dc45528ccfb1e403c74d087e040ce8,餐饮服务;餐饮相关场所;餐饮相关, 
500,15207,神牛路18号附近,昌平区,110114,北京市,北京市,第一佳大鸡排吉利大学店,116.16422,40.181304,6#20170618#c9335679b92760502b9bfb95a2e3c359,餐饮服务;餐饮相关场所;餐饮相关, 
501,15260,安宁庄西二条临6号,海淀区,110108,北京市,北京市,河狸家清云,116.321101,40.042613,p#20170618#6ea5e3b95db0d904ca9a47a6f696dea8,餐饮服务;餐饮相关场所;餐饮相关, 
502,15270,芙蓉北路东融乐华国际影院一楼,通州区,110112,北京市,北京市,苏鱼牧羊,116.677487,39.91952,c#20170618#c703a4b1e5cd0c13226335fe0b817ee7,餐饮服务;餐饮相关场所;餐饮相关, 
503,15279,滨河中路143号附近,通州区,110112,北京市,北京市,周记黑鸭(滨河南路),116.715724,39.882486,o#20170618#b42d1a78ec25c270708ae9c66b4e3641,餐饮服务;餐饮相关场所;餐饮相关, 
504,15288,天竺镇小王辛庄南路9号(北库),顺义区,110113,北京市,北京市,玉金圆食府(天竺店),116.569506,40.066414,u#20170618#4031faf6f93d7e2a5c6302432e34b8ca,餐饮服务;餐饮相关场所;餐饮相关, 
505,15290,长阳镇碧桂园小区2号楼段一层03段一层04,房山区,110111,北京市,北京市,西河居肉饼(碧桂园店),116.166043,39.758772,r#20170618#68b57b706fca6c3a132ee84c4ea5680c,餐饮服务;餐饮相关场所;餐饮相关, 
506,15413,欣荣南大街东150米,大兴区,110115,北京市,北京市,老陕手擀面,116.345037,39.787256,i#20170618#f0f828e6d314e7458516dc427013b152,餐饮服务;餐饮相关场所;餐饮相关, 
507,15569,马赛公馆北门康乃馨底商23号楼103室,大兴区,110115,北京市,北京市,美味红烧肉,116.313942,39.746828,a#20170618#15d6a76220c7647f228e8def71c4b56a,餐饮服务;餐饮相关场所;餐饮相关, 
508,15571,太平路与永定路交口往北约40米,海淀区,110108,北京市,北京市,第1佳大鸡排(永定路店),116.264796,39.900623,2#20170618#a23fcd83412871cd5510b056ad1ae43c,餐饮服务;餐饮相关场所;餐饮相关, 
509,15585,高碑店惠河南街1066号(九号温泉往东200米),朝阳区,110105,北京市,北京市,井冈山小院(四惠店),116.507375,39.90576,z#20170617#c7fd44cb64611645ac1dad7a8f55c33f,餐饮服务;餐饮相关场所;餐饮相关, 
510,15589,永外果园8号合生广场B1层,丰台区,110106,北京市,北京市,绝味鸭脖(合生广场店),116.397549,39.8556,3#20170618#f8437182f76be483972feb7f271373d6,餐饮服务;餐饮相关场所;餐饮相关, 
511,15591,五道口成府路28号华联商厦负一层(华联超市斜对面),海淀区,110108,北京市,北京市,7分甜(北京五道口华联店),116.339672,39.992226,g#20170618#3f2f8c3d2cf65993377351e800044bda,餐饮服务;餐饮相关场所;餐饮相关, 
512,15593,鼓楼东街73号,昌平区,110114,北京市,北京市,大同刀削面(昌平一店),116.235678,40.224604,m#20170618#e9941a598324f0ba0977e8cb0d35eda2,餐饮服务;餐饮相关场所;餐饮相关, 
513,15621,广茂大街与清宁路八巷交叉口北50米,大兴区,110115,北京市,北京市,山东呛面馒头,116.347974,39.753859,y#20170618#5380ee82be3b496efe31c002201a9803,餐饮服务;餐饮相关场所;餐饮相关, 
514,15657,兴丰大街二段116号,大兴区,110115,北京市,北京市,佟掌柜的奶茶,116.339481,39.745935,s#20170618#38d826ce2032b7565a73f91b8b69f42e,餐饮服务;餐饮相关场所;餐饮相关, 
515,15688,正阳桥北东安街头条18号,丰台区,110106,北京市,北京市,三丫包子铺(东安街店),116.277589,39.849561,d#20170618#69d54fef21b24884c5f24b10254d1e74,餐饮服务;餐饮相关场所;餐饮相关, 
516,15742,老三余路南50米,大兴区,110115,北京市,北京市,山东肉饼,116.376821,39.778858,h#20170618#3f4e6b760cf123c72bb29ab4a74f5f82,餐饮服务;餐饮相关场所;餐饮相关, 
517,15751,北清路王府医院对面,昌平区,110114,北京市,北京市,山东呛面大馒头(北清路),116.414634,40.104013,c#20170618#4435d2263289996608741727cd13be7e,餐饮服务;餐饮相关场所;餐饮相关, 
518,15759,苏庄北路与苏庄大街交叉口西南50米,房山区,110111,北京市,北京市,仁盛聚道口烧鸡,116.123434,39.729021,l#20170618#55a02dd6a4ecfc2adaa593442083b085,餐饮服务;餐饮相关场所;餐饮相关, 
519,15773,永外果园8号欣雅汇生活广场4F-4015-4016,丰台区,110106,北京市,北京市,合之叶手工春饼(欣雅汇店),116.398028,39.856033,8#20170618#93d1c566caf7616389065dde7719276b,餐饮服务;餐饮相关场所;餐饮相关, 
520,15786,东兴一区,顺义区,110113,北京市,北京市,山东呛面馒头房(信平大街),116.608872,40.137443,g#20170618#0172595eae5213104da6ca8e220539ad,餐饮服务;餐饮相关场所;餐饮相关, 
521,15792,兴华中街北50米附近,通州区,110112,北京市,北京市,轰炸大鱿鱼(马驹桥店),116.558936,39.759952,a#20170618#c08980ccf0a7091b3c234ba6f8ac6716,餐饮服务;餐饮相关场所;餐饮相关, 
522,15796,鲁谷路74号院北平房,石景山区,110107,北京市,北京市,老天桥熏鸡酱肉(石景山一店),116.243392,39.904072,8#20170618#99beabfdb72244c91e7ceee9246511f0,餐饮服务;餐饮相关场所;餐饮相关, 
523,15810,开发区西红门镇七村郁花园北侧,大兴区,110115,北京市,北京市,日月星辰生态园,116.335969,39.773323,q#20170618#94ff634a5099d70858be7521475efc9e,餐饮服务;餐饮相关场所;餐饮相关, 
524,15812,大窦路36号附近,房山区,110111,北京市,北京市,齐建广主食食品店,116.070329,39.672168,p#20170618#2b854c20cacf69525fab4e5290105edb,餐饮服务;餐饮相关场所;餐饮相关, 
525,15906,南三环西路84号附近,丰台区,110106,北京市,北京市,潮汕小厨,116.338759,39.847768,q#20170618#c0673946e0f6f7081bb0be044972786c,餐饮服务;餐饮相关场所;餐饮相关, 
526,16066,卢沟桥五里店西国兴汽车修理厂对面,丰台区,110106,北京市,北京市,养馨阁,116.245076,39.856344,x#20170621#6604dd5ee4a55fa2ae911bd03437686f,餐饮服务;餐饮相关场所;餐饮相关, 
527,16067,北苑东路与太歇路交叉口东50米,昌平区,110114,北京市,北京市,山东德州扒鸡特色卤肉,116.442649,40.07298,l#20170621#0499d38ebb2ff578907809637cace4bb,餐饮服务;餐饮相关场所;餐饮相关, 
528,16086,马驹桥二街金宝地公寓附近,通州区,110112,北京市,北京市,豆腐坊,116.556685,39.762779,s#20170618#9b11ac23de9882e7fda469e71a79cd94,餐饮服务;餐饮相关场所;餐饮相关, 
529,16093,天竺镇府前一街32号空港明珠大酒店G座,顺义区,110113,北京市,北京市,阿姨屋里,116.572628,40.061404,h#20170618#77a763545f5e57c6a5c7860098d23f63,餐饮服务;餐饮相关场所;餐饮相关, 
530,16131,沙河镇昌职路25号,昌平区,110114,北京市,北京市,来一炮小院烧烤,116.293533,40.148083,m#20170618#bd5999f50629edc88495cfd4f8c3a198,餐饮服务;餐饮相关场所;餐饮相关, 
531,16176,新顺北大街和幸福西街路口东130米(中小学保健所对面),顺义区,110113,北京市,北京市,就酱・肘子(幸福西街),116.652609,40.133283,5#20170618#06aef52df6f58527d83c0b7636d14c7d,餐饮服务;餐饮相关场所;餐饮相关, 
532,16184,马驹桥中学路附近,通州区,110112,北京市,北京市,津津有味,116.556148,39.762449,v#20170621#eb975f293233486c59942ee141c22187,餐饮服务;餐饮相关场所;餐饮相关, 
533,16251,张仪村北路99号院锦江之星里面,丰台区,110106,北京市,北京市,星连心茶餐厅,116.230767,39.883206,b#20170618#e10c65ca183f55b000d1a879108adc5e,餐饮服务;餐饮相关场所;餐饮相关, 
534,16284,来广营立汤路立水桥甲八号院,朝阳区,110105,北京市,北京市,七味小馆,116.415712,40.054852,a#20170617#17204faf7906bb8e74f8c198d2109f3c,餐饮服务;餐饮相关场所;餐饮相关, 
535,16343,富强路与富林巷交叉口东50米,大兴区,110115,北京市,北京市,鸭颈王板鸭,116.335377,39.737632,7#20170621#18756242fd84b09f3bf06eb2c111f56f,餐饮服务;餐饮相关场所;餐饮相关, 
536,16371,永外大街12号北京南站B1层,丰台区,110106,北京市,北京市,周黑鸭(北京南站1店),116.379543,39.864384,8#20170618#7d39cbb2f3a8b9469a6720a840861453,餐饮服务;餐饮相关场所;餐饮相关, 
537,16384,西井路静洋科技大厦底商15号,石景山区,110107,北京市,北京市,京城一绝,116.188298,39.934862,n#20170618#3eb13afe55e073e9f2bfc44963f9b691,餐饮服务;餐饮相关场所;餐饮相关, 
538,16468,前半壁街与小辛庄街交叉口东50米,顺义区,110113,北京市,北京市,北京宏晨阳馒头房,116.824951,40.153165,m#20170618#eea9d1d63e966e40d656e3b585872175,餐饮服务;餐饮相关场所;餐饮相关, 
539,16620,横二条59号附近,西城区,110102,北京市,北京市,蒙古烤肉串,116.375801,39.910488,h#20170617#43e9097d012ae5a0a02b3a9d315a5ec0,餐饮服务;餐饮相关场所;餐饮相关, 
540,16765,百沙路62号附近,昌平区,110114,北京市,北京市,草原印象,116.288492,40.150399,7#20170618#389970d70f540bc3f7ed1ebd0e1f3f4b,餐饮服务;餐饮相关场所;餐饮相关, 
541,16790,北门仓胡同6号-29天泽祥菜市场76号,东城区,110101,北京市,北京市,汪太太厨房,116.427859,39.934161,g#20170617#2ab5d144c00b10f4256fb27f57bf18fd,餐饮服务;餐饮相关场所;餐饮相关, 
542,16795,南锣鼓巷110-7号(近地铁南锣鼓巷站),东城区,110101,北京市,北京市,南锣茶太良品,116.403331,39.934453,m#20170616#dad7e0ec714543e4d07a8be1e1960348,餐饮服务;餐饮相关场所;餐饮相关, 
543,16797,白纸坊东街与盆儿胡同交叉口西南50米,西城区,110102,北京市,北京市,担担面,116.370507,39.878344,4#20170617#08b263ef85fd5b78a493e4c1eaf48302,餐饮服务;餐饮相关场所;餐饮相关, 
544,16838,东礼路与魏石路交叉口北100米,大兴区,110115,北京市,北京市,香村肉饼,116.402399,39.631705,j#20170618#4481b11804b18e2ebb952e4eba42b2f0,餐饮服务;餐饮相关场所;餐饮相关, 
545,16955,朝阳门地铁站G口通往银河soho通道入口处,东城区,110101,北京市,北京市,周记拔丝蛋糕,116.43275,39.924088,z#20170617#8f799581149a64245e112a975a5f76c9,餐饮服务;餐饮相关场所;餐饮相关, 
546,16996,观音寺街道团河路48号院3号楼一层(有家超市入口处),大兴区,110115,北京市,北京市,筷乐小厨(团河路店),116.35284,39.736172,e#20170618#2a17ef356a644d842efbbecd689e0ac6,餐饮服务;餐饮相关场所;餐饮相关, 
547,17121,华佗路1附近,大兴区,110115,北京市,北京市,阿泰包子(华佗路),116.322435,39.674624,r#20170618#46436b1f9e773058019a749593c5eb99,餐饮服务;餐饮相关场所;餐饮相关, 
548,17225,广渠门内大街新景家园16号楼底商,东城区,110101,北京市,北京市,榴莲贝贝(广渠门店),116.426651,39.893967,2#20170617#d8c1b95174deec03809c48abdf18e14f,餐饮服务;餐饮相关场所;餐饮相关, 
549,17234,天宁寺前街24-2号附近,西城区,110102,北京市,北京市,兰州拉面盖饭,116.34352,39.892222,r#20170617#12bff1d9ce4d51e6bec46ada930a85e0,餐饮服务;餐饮相关场所;餐饮相关, 
550,17248,宣武门西大街107号底商(通化葡萄酒股份有限公司北京分理处),西城区,110102,北京市,北京市,帝尼尔进口葡萄酒直购,116.364493,39.900096,o#20170617#c6358ba623c99f85d18b705ebd74293d,餐饮服务;餐饮相关场所;餐饮相关, 
551,17270,菊儿胡同菊儿小区内(印巷小馆南锣鼓巷店旁),东城区,110101,北京市,北京市,诺贝思蛋糕店(南锣鼓巷店),116.40378,39.93922,v#20170617#fa2586c1bfc3b59909b9f3441c4a7412,餐饮服务;餐饮相关场所;餐饮相关, 
552,17282,大石碑胡同与鼓楼西大街交叉口西50米,西城区,110102,北京市,北京市,叫了个鸡,116.393218,39.940752,9#20170617#eecf6603f20b9fb2a9b829a318855ddf,餐饮服务;餐饮相关场所;餐饮相关, 
553,17396,粉房琉璃街162-3号,西城区,110102,北京市,北京市,老北京酱肉店,116.381916,39.883921,g#20170617#ae14064b071810199da4cba45fd420f7,餐饮服务;餐饮相关场所;餐饮相关, 
554,17417,南八宝胡同与苏州胡同交叉口东50米,东城区,110101,北京市,北京市,茂林必华食品店,116.420556,39.905517,5#20170617#27cb474aa6f6819a022fc2d2b162c239,餐饮服务;餐饮相关场所;餐饮相关, 
555,17482,城角西路与政府街西路交叉口西南50米,昌平区,110114,北京市,北京市,聚福脆皮烤鸭,116.22251,40.21994,8#20170618#2ff2f2e1fcb45e7a355f51108e7d2d23,餐饮服务;餐饮相关场所;餐饮相关, 
556,17551,水木兰亭1号B1楼家乐福超市TZHB116号,顺义区,110113,北京市,北京市,周黑鸭(北京天竺家乐福店),116.565184,40.062228,e#20170618#c47f1172bcc84c157200b9b9fbc022c3,餐饮服务;餐饮相关场所;餐饮相关, 
557,17886,张仪村路4号院内,丰台区,110106,北京市,北京市,橡树果子手工烘焙坊,116.233559,39.885718,y#20170618#ab6beedfc400da301bd08ed9dda94dc4,餐饮服务;餐饮相关场所;餐饮相关, 
558,17935,育知东路上北鑫座2层,昌平区,110114,北京市,北京市,正大烤肉,116.33307,40.079654,o#20170618#7494a87db5a8852c5867b7f4fc1eeacc,餐饮服务;餐饮相关场所;餐饮相关, 
559,17947,北七家镇东三旗回南路顺昌诊所西行100米路南行10米,昌平区,110114,北京市,北京市,旺旺果木烤鸭,116.416913,40.088371,a#20170618#179c7af98d4de9746fcd524a124b0d82,餐饮服务;餐饮相关场所;餐饮相关, 
560,18070,安贞西里五区4号-01层4-1内B1-04A,朝阳区,110105,北京市,北京市,九格烫烫记(安贞华联店),116.4013,39.970499,n#20170617#9660e1a74fdf1b18ec3816964387bd10,餐饮服务;餐饮相关场所;餐饮相关, 
561,18074,东四十一条与横街交叉口东南50米,东城区,110101,北京市,北京市,十一条56号,116.421888,39.934268,6#20170617#d36b3a2c7accb727ac99c9c3a3ca1cc1,餐饮服务;餐饮相关场所;餐饮相关, 
562,18133,左安门内大街16号(近龙潭湖公园西北门，乘车路线:6路8路122路34路561路.5号线天坛东门站下),东城区,110101,北京市,北京市,龙潭烤鸭店,116.435384,39.880104,r#20170617#dda1225da3cf18ba885af5956b927e92,餐饮服务;餐饮相关场所;餐饮相关, 
563,18134,新街口外大街19号北师大东门天桥旁,西城区,110102,北京市,北京市,老北京包子(北师大店),116.371648,39.955215,e#20170617#8adb5878f45e01e1aeed0f992eb28404,餐饮服务;餐饮相关场所;餐饮相关, 
564,18223,雁栖镇乐园庄村村委会东100米,怀柔区,110116,北京市,北京市,聚福缘饭店(乐园庄店),116.675658,40.346309,y#20170618#22cf41fe16b80d04a99f763887bb89be,餐饮服务;餐饮相关场所;餐饮相关, 
565,18240,城南街道介山社区乙3-35号,昌平区,110114,北京市,北京市,天津风味烧饼(介山店),116.257907,40.210521,8#20170618#cd160082d9d2b817476cdd34c0be3c15,餐饮服务;餐饮相关场所;餐饮相关, 
566,18287,永定河西大堤附近,石景山区,110107,北京市,北京市,京韵茶香,116.121353,39.935618,e#20170618#e06910e3608778b5ca976565040d6c6e,餐饮服务;餐饮相关场所;餐饮相关, 
567,18301,黄村兴盛街天健广场A座103底商,大兴区,110115,北京市,北京市,宽店烧烤(大兴店),116.317683,39.753405,b#20170618#427bb7972ae075547a357b1b8283d30f,餐饮服务;餐饮相关场所;餐饮相关, 
568,18327,北土城西路-昌平路云冈酒店旁,海淀区,110108,北京市,北京市,巴渝家常菜,116.380995,39.976554,u#20170618#41096430d763e895d2435a8835857005,餐饮服务;餐饮相关场所;餐饮相关, 
569,18341,廊房二条40号,西城区,110102,北京市,北京市,廊坊二条陈记卤煮,116.396655,39.897137,b#20170617#79040cfd6a9b0417dcd45f661551b5d5,餐饮服务;餐饮相关场所;餐饮相关, 
570,18448,西单北大街大酱坊胡同7号,西城区,110102,北京市,北京市,山西烧饼,116.374907,39.918821,5#20170617#41328abf8aebe7bf5096a05f5a8ef00a,餐饮服务;餐饮相关场所;餐饮相关, 
571,18497,营房西街23号附近,东城区,110101,北京市,北京市,麻辣烫之家(葱店西街),116.424447,39.886129,1#20170617#eb56db8ab5706d20951cd824d5042b2a,餐饮服务;餐饮相关场所;餐饮相关, 
572,18573,南苑公益西桥乐天玛特二层,丰台区,110106,北京市,北京市,悠悠冻酸奶,116.369459,39.83273,g#20170618#327e945286bbf99bf3309ec9f0c62d6d,餐饮服务;餐饮相关场所;餐饮相关, 
573,18576,新华西街58号院1号楼2层251,通州区,110112,北京市,北京市,拼豆夜宵(通州一店),116.643117,39.905432,z#20170618#575be2e5a23f8801b7844a20d9cbb875,餐饮服务;餐饮相关场所;餐饮相关, 
574,18696,马连道路25号新年华购物中心F5层,西城区,110102,北京市,北京市,北角鸡蛋仔(新年华购物中心),116.325802,39.877156,s#20170617#2f56c4ce8540bd2e79c6a4802a0aa256,餐饮服务;餐饮相关场所;餐饮相关, 
575,18709,农丰里1号楼南侧平房(百富国际大厦东侧),朝阳区,110105,北京市,北京市,名客佳大鸡排(东大桥店),116.451826,39.924129,2#20170617#193664d70f5bf6c93598a5704c7fdc75,餐饮服务;餐饮相关场所;餐饮相关, 
576,18749,大栅栏西街98号,西城区,110102,北京市,北京市,哈尔滨中央大街马迭尔冰棍,116.391719,39.894398,y#20170617#e611d752d07c5dbf48c1613a2878d891,餐饮服务;餐饮相关场所;餐饮相关, 
577,18799,魏善庄镇半壁店村北京华远高科电缆有限公司边上小道向东方向走400米,大兴区,110115,北京市,北京市,神憩园酒家,116.40823,39.62784,z#20170618#3a340f2920acd7f5108c9f2a0a93f11d,餐饮服务;餐饮相关场所;餐饮相关, 
578,18839,光泽胡同与新街口东街交叉口西50米,西城区,110102,北京市,北京市,王记烧烤,116.374439,39.942165,a#20170617#e50177b493c3892c61cc32204d2c70b7,餐饮服务;餐饮相关场所;餐饮相关, 
579,18841,车公庄大街北里1号,西城区,110102,北京市,北京市,库尔班大叔,116.348492,39.934834,g#20170617#074bf91bf1fc0fda92fd6037aac6fd0b,餐饮服务;餐饮相关场所;餐饮相关, 
580,18883,鼓楼南大街3号,昌平区,110114,北京市,北京市,绝味鸭脖(鼓楼南街2店),116.233247,40.223651,3#20170618#d332476e3f7f2faf90a6d569c79d7c56,餐饮服务;餐饮相关场所;餐饮相关, 
581,18918,建材城西路,海淀区,110108,北京市,北京市,7号炸鸡,116.332647,40.057416,2#20170618#05e0abbfe0c241b047b21f3b3439cb4c,餐饮服务;餐饮相关场所;餐饮相关, 
582,19004,右安门外大街3号楼附近,丰台区,110106,北京市,北京市,DailyCafe,116.364092,39.866341,j#20170618#9522f678ff28cba0f9cf6233884060a5,餐饮服务;餐饮相关场所;餐饮相关, 
